geneID,v5_gene_id,category,keep_flag,gene_name,annotation
Zm00001eb041100,Zm00001eb041100,GWAS_Asp_Goodman,1,,
Zm00001eb001010,Zm00001eb001010,GWAS_Asp_Goodman,1,,
Zm00001eb001020,Zm00001eb001020,GWAS_Asp_Goodman,1,,
Zm00001eb001040,Zm00001eb001040,GWAS_Asp_Goodman,1,,
Zm00001eb001050,Zm00001eb001050,GWAS_Asp_Goodman,1,,
Zm00001eb001060,Zm00001eb001060,GWAS_Asp_Goodman,1,,
Zm00001eb025070,Zm00001eb025070,GWAS_Asp_Goodman,1,,
Zm00001eb025080,Zm00001eb025080,GWAS_Asp_Goodman,1,,
Zm00001eb023780,Zm00001eb023780,GWAS_Asp_Goodman,1,,
Zm00001eb000470,Zm00001eb000470,GWAS_Asp_Goodman,1,,
Zm00001eb000480,Zm00001eb000480,GWAS_Asp_Goodman,1,,
Zm00001eb000510,Zm00001eb000510,GWAS_Asp_Goodman,1,,
Zm00001eb000520,Zm00001eb000520,GWAS_Asp_Goodman,1,,
Zm00001eb030530,Zm00001eb030530,GWAS_Asp_Goodman,1,,
Zm00001eb042220,Zm00001eb042220,GWAS_Asp_Goodman,1,,
Zm00001eb042230,Zm00001eb042230,GWAS_Asp_Goodman,1,,
Zm00001eb042240,Zm00001eb042240,GWAS_Asp_Goodman,1,,
Zm00001eb012670,Zm00001eb012670,GWAS_Asp_Goodman,1,,
Zm00001eb012690,Zm00001eb012690,GWAS_Asp_Goodman,1,,
Zm00001eb016440,Zm00001eb016440,GWAS_Asp_Goodman,1,,
Zm00001eb016450,Zm00001eb016450,GWAS_Asp_Goodman,1,,
Zm00001eb016460,Zm00001eb016460,GWAS_Asp_Goodman,1,,
Zm00001eb016470,Zm00001eb016470,GWAS_Asp_Goodman,1,,
Zm00001eb044440,Zm00001eb044440,GWAS_Asp_Goodman,1,,
Zm00001eb044450,Zm00001eb044450,GWAS_Asp_Goodman,1,,
Zm00001eb044470,Zm00001eb044470,GWAS_Asp_Goodman,1,,
Zm00001eb044480,Zm00001eb044480,GWAS_Asp_Goodman,1,,
Zm00001eb041460,Zm00001eb041460,GWAS_Asp_Goodman,1,,
Zm00001eb041470,Zm00001eb041470,GWAS_Asp_Goodman,1,,
Zm00001eb038890,Zm00001eb038890,GWAS_Asp_Goodman,1,,
Zm00001eb038900,Zm00001eb038900,GWAS_Asp_Goodman,1,,
Zm00001eb012040,Zm00001eb012040,GWAS_Asp_Goodman,1,,
Zm00001eb012060,Zm00001eb012060,GWAS_Asp_Goodman,1,,
Zm00001eb012070,Zm00001eb012070,GWAS_Asp_Goodman,1,,
Zm00001eb027100,Zm00001eb027100,GWAS_Asp_Goodman,1,,
Zm00001eb005550,Zm00001eb005550,GWAS_Asp_Goodman,1,,
Zm00001eb024260,Zm00001eb024260,GWAS_Asp_Goodman,1,,
Zm00001eb042750,Zm00001eb042750,GWAS_Asp_Goodman,1,,
Zm00001eb007650,Zm00001eb007650,GWAS_Asp_Goodman,1,,
Zm00001eb007670,Zm00001eb007670,GWAS_Asp_Goodman,1,,
Zm00001eb002000,Zm00001eb002000,GWAS_Asp_Goodman,1,,
Zm00001eb002010,Zm00001eb002010,GWAS_Asp_Goodman,1,,
Zm00001eb002040,Zm00001eb002040,GWAS_Asp_Goodman,1,,
Zm00001eb006660,Zm00001eb006660,GWAS_Asp_Goodman,1,,
Zm00001eb002810,Zm00001eb002810,GWAS_Asp_Goodman,1,,
Zm00001eb002820,Zm00001eb002820,GWAS_Asp_Goodman,1,,
Zm00001eb015830,Zm00001eb015830,GWAS_Asp_Goodman,1,,
Zm00001eb015840,Zm00001eb015840,GWAS_Asp_Goodman,1,,
Zm00001eb015850,Zm00001eb015850,GWAS_Asp_Goodman,1,,
Zm00001eb015860,Zm00001eb015860,GWAS_Asp_Goodman,1,,
Zm00001eb027590,Zm00001eb027590,GWAS_Glu_Goodman,1,,
Zm00001eb015170,Zm00001eb015170,GWAS_Glu_Goodman,1,,
Zm00001eb015200,Zm00001eb015200,GWAS_Glu_Goodman,1,,
Zm00001eb000670,Zm00001eb000670,GWAS_Glu_Goodman,1,,
Zm00001eb000680,Zm00001eb000680,GWAS_Glu_Goodman,1,,
Zm00001eb000690,Zm00001eb000690,GWAS_Glu_Goodman,1,,
Zm00001eb000700,Zm00001eb000700,GWAS_Glu_Goodman,1,,
Zm00001eb042270,Zm00001eb042270,GWAS_Glu_Goodman,1,,
Zm00001eb042280,Zm00001eb042280,GWAS_Glu_Goodman,1,,
Zm00001eb020660,Zm00001eb020660,GWAS_Glu_Goodman,1,,
Zm00001eb039810,Zm00001eb039810,GWAS_Glu_Goodman,1,,
Zm00001eb039830,Zm00001eb039830,GWAS_Glu_Goodman,1,,
Zm00001eb005140,Zm00001eb005140,GWAS_Glu_Goodman,1,,
Zm00001eb005190,Zm00001eb005190,GWAS_Glu_Goodman,1,,
Zm00001eb018120,Zm00001eb018120,GWAS_Glu_Goodman,1,,
Zm00001eb018200,Zm00001eb018200,GWAS_Glu_Goodman,1,,
Zm00001eb019370,Zm00001eb019370,GWAS_Glu_Goodman,1,,
Zm00001eb019030,Zm00001eb019030,GWAS_Glu_Goodman,1,,
Zm00001eb019050,Zm00001eb019050,GWAS_Glu_Goodman,1,,
Zm00001eb040960,Zm00001eb040960,GWAS_Glu_Goodman,1,,
Zm00001eb040970,Zm00001eb040970,GWAS_Glu_Goodman,1,,
Zm00001eb022360,Zm00001eb022360,GWAS_Glu_Goodman,1,,
Zm00001eb043240,Zm00001eb043240,GWAS_Glu_Goodman,1,,
Zm00001eb006180,Zm00001eb006180,GWAS_Glu_Goodman,1,,
Zm00001eb032160,Zm00001eb032160,GWAS_Glu_Goodman,1,,
Zm00001eb036130,Zm00001eb036130,GWAS_Glu_Goodman,1,,
Zm00001eb036140,Zm00001eb036140,GWAS_Glu_Goodman,1,,
Zm00001eb042470,Zm00001eb042470,GWAS_Glu_Goodman,1,,
Zm00001eb042480,Zm00001eb042480,GWAS_Glu_Goodman,1,,
Zm00001eb042490,Zm00001eb042490,GWAS_Glu_Goodman,1,,
Zm00001eb042520,Zm00001eb042520,GWAS_Glu_Goodman,1,,
Zm00001eb004170,Zm00001eb004170,GWAS_Glu_Goodman,1,,
Zm00001eb004180,Zm00001eb004180,GWAS_Glu_Goodman,1,,
Zm00001eb004190,Zm00001eb004190,GWAS_Glu_Goodman,1,,
Zm00001eb004210,Zm00001eb004210,GWAS_Glu_Goodman,1,,
Zm00001eb019770,Zm00001eb019770,GWAS_Glu_Goodman,1,,
Zm00001eb019780,Zm00001eb019780,GWAS_Glu_Goodman,1,,
Zm00001eb019800,Zm00001eb019800,GWAS_Glu_Goodman,1,,
Zm00001eb000770,Zm00001eb000770,GWAS_Glu_Goodman,1,,
Zm00001eb000780,Zm00001eb000780,GWAS_Glu_Goodman,1,,
Zm00001eb000790,Zm00001eb000790,GWAS_Glu_Goodman,1,,
Zm00001eb000800,Zm00001eb000800,GWAS_Glu_Goodman,1,,
Zm00001eb000820,Zm00001eb000820,GWAS_Glu_Goodman,1,,
Zm00001eb000830,Zm00001eb000830,GWAS_Glu_Goodman,1,,
Zm00001eb000850,Zm00001eb000850,GWAS_Glu_Goodman,1,,
Zm00001eb024890,Zm00001eb024890,GWAS_Glu_Goodman,1,,
Zm00001eb005600,Zm00001eb005600,GWAS_Glu_Goodman,1,,
Zm00001eb004750,Zm00001eb004750,GWAS_Glu_Goodman,1,,
Zm00001eb017700,Zm00001eb017700,GWAS_Glu_Goodman,1,,
Zm00001eb017730,Zm00001eb017730,GWAS_Glu_Goodman,1,,
Zm00001eb023110,Zm00001eb023110,GWAS_Glu_Goodman,1,,
Zm00001eb018720,Zm00001eb018720,GWAS_Glu_Goodman,1,,
Zm00001eb038010,Zm00001eb038010,GWAS_Glu_Goodman,1,,
Zm00001eb019840,Zm00001eb019840,GWAS_Glu_Goodman,1,,
Zm00001eb019850,Zm00001eb019850,GWAS_Glu_Goodman,1,,
Zm00001eb022280,Zm00001eb022280,GWAS_Glu_Goodman,1,,
Zm00001eb022290,Zm00001eb022290,GWAS_Glu_Goodman,1,,
Zm00001eb022330,Zm00001eb022330,GWAS_Glu_Goodman,1,,
Zm00001eb020780,Zm00001eb020780,GWAS_Glu_Goodman,1,,
Zm00001eb020800,Zm00001eb020800,GWAS_Glu_Goodman,1,,
Zm00001eb000340,Zm00001eb000340,GWAS_Glu_Goodman,1,,
Zm00001eb031330,Zm00001eb031330,GWAS_Glu_Goodman,1,,
Zm00001eb031340,Zm00001eb031340,GWAS_Glu_Goodman,1,,
Zm00001eb046670,Zm00001eb046670,GWAS_Glu_Goodman,1,,
Zm00001eb000190,Zm00001eb000190,GWAS_Glu_Goodman,1,,
Zm00001eb028570,Zm00001eb028570,GWAS_Glu_Goodman,1,,
Zm00001eb000550,Zm00001eb000550,GWAS_Glu_Goodman,1,,
Zm00001eb021070,Zm00001eb021070,GWAS_Glu_Goodman,1,,
Zm00001eb021140,Zm00001eb021140,GWAS_Glu_Goodman,1,,
Zm00001eb018730,Zm00001eb018730,GWAS_Glu_Goodman,1,,
Zm00001eb018750,Zm00001eb018750,GWAS_Glu_Goodman,1,,
Zm00001eb018810,Zm00001eb018810,GWAS_Glu_Goodman,1,,
Zm00001eb035730,Zm00001eb035730,GWAS_Glu_Goodman,1,,
Zm00001eb035750,Zm00001eb035750,GWAS_Glu_Goodman,1,,
Zm00001eb010860,Zm00001eb010860,GWAS_Glu_Goodman,1,,
Zm00001eb010900,Zm00001eb010900,GWAS_Glu_Goodman,1,,
Zm00001eb010950,Zm00001eb010950,GWAS_Glu_Goodman,1,,
Zm00001eb038180,Zm00001eb038180,GWAS_Glu_Goodman,1,,
Zm00001eb038190,Zm00001eb038190,GWAS_Glu_Goodman,1,,
Zm00001eb008420,Zm00001eb008420,GWAS_Glu_Goodman,1,,
Zm00001eb008430,Zm00001eb008430,GWAS_Glu_Goodman,1,,
Zm00001eb008440,Zm00001eb008440,GWAS_Glu_Goodman,1,,
Zm00001eb008450,Zm00001eb008450,GWAS_Glu_Goodman,1,,
Zm00001eb008460,Zm00001eb008460,GWAS_Glu_Goodman,1,,
Zm00001eb008470,Zm00001eb008470,GWAS_Glu_Goodman,1,,
Zm00001eb008480,Zm00001eb008480,GWAS_Glu_Goodman,1,,
Zm00001eb008490,Zm00001eb008490,GWAS_Glu_Goodman,1,,
Zm00001eb046260,Zm00001eb046260,GWAS_Glu_Goodman,1,,
Zm00001eb046280,Zm00001eb046280,GWAS_Glu_Goodman,1,,
Zm00001eb032330,Zm00001eb032330,GWAS_Glu_Goodman,1,,
Zm00001eb032340,Zm00001eb032340,GWAS_Glu_Goodman,1,,
Zm00001eb032380,Zm00001eb032380,GWAS_Glu_Goodman,1,,
Zm00001eb025790,Zm00001eb025790,GWAS_Glu_Goodman,1,,
Zm00001eb025800,Zm00001eb025800,GWAS_Glu_Goodman,1,,
Zm00001eb025990,Zm00001eb025990,GWAS_Glu_Goodman,1,,
Zm00001eb028170,Zm00001eb028170,GWAS_Glu_Goodman,1,,
Zm00001eb028780,Zm00001eb028780,GWAS_Glu_Goodman,1,,
Zm00001eb000870,Zm00001eb000870,GWAS_Glu_Goodman,1,,
Zm00001eb000910,Zm00001eb000910,GWAS_Glu_Goodman,1,,
Zm00001eb000920,Zm00001eb000920,GWAS_Glu_Goodman,1,,
Zm00001eb000930,Zm00001eb000930,GWAS_Glu_Goodman,1,,
Zm00001eb046310,Zm00001eb046310,GWAS_Glu_Goodman,1,,
Zm00001eb028440,Zm00001eb028440,GWAS_Glu_Goodman,1,,
Zm00001eb028450,Zm00001eb028450,GWAS_Glu_Goodman,1,,
Zm00001eb011800,Zm00001eb011800,GWAS_Glu_Goodman,1,,
Zm00001eb011810,Zm00001eb011810,GWAS_Glu_Goodman,1,,
Zm00001eb011820,Zm00001eb011820,GWAS_Glu_Goodman,1,,
Zm00001eb011830,Zm00001eb011830,GWAS_Glu_Goodman,1,,
Zm00001eb011840,Zm00001eb011840,GWAS_Glu_Goodman,1,,
Zm00001eb011860,Zm00001eb011860,GWAS_Glu_Goodman,1,,
Zm00001eb011880,Zm00001eb011880,GWAS_Glu_Goodman,1,,
Zm00001eb011900,Zm00001eb011900,GWAS_Glu_Goodman,1,,
Zm00001eb015270,Zm00001eb015270,GWAS_Glu_Goodman,1,,
Zm00001eb015290,Zm00001eb015290,GWAS_Glu_Goodman,1,,
Zm00001eb015310,Zm00001eb015310,GWAS_Glu_Goodman,1,,
Zm00001eb015320,Zm00001eb015320,GWAS_Glu_Goodman,1,,
Zm00001eb022000,Zm00001eb022000,GWAS_Glu_Goodman,1,,
Zm00001eb057740,Zm00001eb057740,GWAS_Asn_Goodman,1,,
Zm00001eb057750,Zm00001eb057750,GWAS_Asn_Goodman,1,,
Zm00001eb057810,Zm00001eb057810,GWAS_Asn_Goodman,1,,
Zm00001eb029250,Zm00001eb029250,GWAS_Asn_Goodman,1,,
Zm00001eb012040,Zm00001eb012040,GWAS_Asn_Goodman,1,,
Zm00001eb012060,Zm00001eb012060,GWAS_Asn_Goodman,1,,
Zm00001eb012070,Zm00001eb012070,GWAS_Asn_Goodman,1,,
Zm00001eb006830,Zm00001eb006830,GWAS_Asn_Goodman,1,,
Zm00001eb018120,Zm00001eb018120,GWAS_Asn_Goodman,1,,
Zm00001eb018200,Zm00001eb018200,GWAS_Asn_Goodman,1,,
Zm00001eb041770,Zm00001eb041770,GWAS_Asn_Goodman,1,,
Zm00001eb041780,Zm00001eb041780,GWAS_Asn_Goodman,1,,
Zm00001eb041790,Zm00001eb041790,GWAS_Asn_Goodman,1,,
Zm00001eb022500,Zm00001eb022500,GWAS_Asn_Goodman,1,,
Zm00001eb031870,Zm00001eb031870,GWAS_Asn_Goodman,1,,
Zm00001eb031880,Zm00001eb031880,GWAS_Asn_Goodman,1,,
Zm00001eb031890,Zm00001eb031890,GWAS_Asn_Goodman,1,,
Zm00001eb031900,Zm00001eb031900,GWAS_Asn_Goodman,1,,
Zm00001eb031930,Zm00001eb031930,GWAS_Asn_Goodman,1,,
Zm00001eb027100,Zm00001eb027100,GWAS_Asn_Goodman,1,,
Zm00001eb014110,Zm00001eb014110,GWAS_Asn_Goodman,1,,
Zm00001eb014130,Zm00001eb014130,GWAS_Asn_Goodman,1,,
Zm00001eb000910,Zm00001eb000910,GWAS_Asn_Goodman,1,,
Zm00001eb000920,Zm00001eb000920,GWAS_Asn_Goodman,1,,
Zm00001eb000930,Zm00001eb000930,GWAS_Asn_Goodman,1,,
Zm00001eb000980,Zm00001eb000980,GWAS_Asn_Goodman,1,,
Zm00001eb000990,Zm00001eb000990,GWAS_Asn_Goodman,1,,
Zm00001eb001000,Zm00001eb001000,GWAS_Asn_Goodman,1,,
Zm00001eb006450,Zm00001eb006450,GWAS_Asn_Goodman,1,,
Zm00001eb006470,Zm00001eb006470,GWAS_Asn_Goodman,1,,
Zm00001eb006480,Zm00001eb006480,GWAS_Asn_Goodman,1,,
Zm00001eb034290,Zm00001eb034290,GWAS_Asn_Goodman,1,,
Zm00001eb035730,Zm00001eb035730,GWAS_Asn_Goodman,1,,
Zm00001eb035750,Zm00001eb035750,GWAS_Asn_Goodman,1,,
Zm00001eb031250,Zm00001eb031250,GWAS_Asn_Goodman,1,,
Zm00001eb053020,Zm00001eb053020,GWAS_Asn_Goodman,1,,
Zm00001eb053090,Zm00001eb053090,GWAS_Asn_Goodman,1,,
Zm00001eb043610,Zm00001eb043610,GWAS_Asn_Goodman,1,,
Zm00001eb043620,Zm00001eb043620,GWAS_Asn_Goodman,1,,
Zm00001eb043630,Zm00001eb043630,GWAS_Asn_Goodman,1,,
Zm00001eb024430,Zm00001eb024430,GWAS_Asn_Goodman,1,,
Zm00001eb024440,Zm00001eb024440,GWAS_Asn_Goodman,1,,
Zm00001eb003730,Zm00001eb003730,GWAS_Asn_Goodman,1,,
Zm00001eb003760,Zm00001eb003760,GWAS_Asn_Goodman,1,,
Zm00001eb045960,Zm00001eb045960,GWAS_Asn_Goodman,1,,
Zm00001eb038920,Zm00001eb038920,GWAS_Asn_Goodman,1,,
Zm00001eb038930,Zm00001eb038930,GWAS_Asn_Goodman,1,,
Zm00001eb015790,Zm00001eb015790,GWAS_Asn_Goodman,1,,
Zm00001eb015800,Zm00001eb015800,GWAS_Asn_Goodman,1,,
Zm00001eb031300,Zm00001eb031300,GWAS_Asn_Goodman,1,,
Zm00001eb031310,Zm00001eb031310,GWAS_Asn_Goodman,1,,
Zm00001eb015540,Zm00001eb015540,GWAS_Asn_Goodman,1,,
Zm00001eb015550,Zm00001eb015550,GWAS_Asn_Goodman,1,,
Zm00001eb015560,Zm00001eb015560,GWAS_Asn_Goodman,1,,
Zm00001eb008010,Zm00001eb008010,GWAS_Asn_Goodman,1,,
Zm00001eb008060,Zm00001eb008060,GWAS_Asn_Goodman,1,,
Zm00001eb008070,Zm00001eb008070,GWAS_Asn_Goodman,1,,
Zm00001eb039740,Zm00001eb039740,GWAS_Asn_Goodman,1,,
Zm00001eb021550,Zm00001eb021550,GWAS_Asn_Goodman,1,,
Zm00001eb058940,Zm00001eb058940,GWAS_Asn_Goodman,1,,
Zm00001eb058950,Zm00001eb058950,GWAS_Asn_Goodman,1,,
Zm00001eb058980,Zm00001eb058980,GWAS_Asn_Goodman,1,,
Zm00001eb060170,Zm00001eb060170,GWAS_Asn_Goodman,1,,
Zm00001eb044650,Zm00001eb044650,GWAS_Asn_Goodman,1,,
Zm00001eb044700,Zm00001eb044700,GWAS_Asn_Goodman,1,,
Zm00001eb044550,Zm00001eb044550,GWAS_Asn_Goodman,1,,
Zm00001eb044560,Zm00001eb044560,GWAS_Asn_Goodman,1,,
Zm00001eb044590,Zm00001eb044590,GWAS_Asn_Goodman,1,,
Zm00001eb006180,Zm00001eb006180,GWAS_Asn_Goodman,1,,
Zm00001eb029200,Zm00001eb029200,GWAS_Asn_Goodman,1,,
Zm00001eb001670,Zm00001eb001670,GWAS_Asn_Goodman,1,,
Zm00001eb001680,Zm00001eb001680,GWAS_Asn_Goodman,1,,
Zm00001eb001700,Zm00001eb001700,GWAS_Asn_Goodman,1,,
Zm00001eb001710,Zm00001eb001710,GWAS_Asn_Goodman,1,,
Zm00001eb002170,Zm00001eb002170,GWAS_Asn_Goodman,1,,
Zm00001eb002180,Zm00001eb002180,GWAS_Asn_Goodman,1,,
Zm00001eb002190,Zm00001eb002190,GWAS_Asn_Goodman,1,,
Zm00001eb002200,Zm00001eb002200,GWAS_Asn_Goodman,1,,
Zm00001eb002220,Zm00001eb002220,GWAS_Asn_Goodman,1,,
Zm00001eb002250,Zm00001eb002250,GWAS_Asn_Goodman,1,,
Zm00001eb002260,Zm00001eb002260,GWAS_Asn_Goodman,1,,
Zm00001eb002460,Zm00001eb002460,GWAS_Asn_Goodman,1,,
Zm00001eb002480,Zm00001eb002480,GWAS_Asn_Goodman,1,,
Zm00001eb002490,Zm00001eb002490,GWAS_Asn_Goodman,1,,
Zm00001eb002510,Zm00001eb002510,GWAS_Asn_Goodman,1,,
Zm00001eb002520,Zm00001eb002520,GWAS_Asn_Goodman,1,,
Zm00001eb002530,Zm00001eb002530,GWAS_Asn_Goodman,1,,
Zm00001eb013450,Zm00001eb013450,GWAS_Asn_Goodman,1,,
Zm00001eb013460,Zm00001eb013460,GWAS_Asn_Goodman,1,,
Zm00001eb013480,Zm00001eb013480,GWAS_Asn_Goodman,1,,
Zm00001eb012610,Zm00001eb012610,GWAS_Asn_Goodman,1,,
Zm00001eb012660,Zm00001eb012660,GWAS_Asn_Goodman,1,,
Zm00001eb023620,Zm00001eb023620,GWAS_Asn_Goodman,1,,
Zm00001eb005360,Zm00001eb005360,GWAS_Asn_Goodman,1,,
Zm00001eb005370,Zm00001eb005370,GWAS_Asn_Goodman,1,,
Zm00001eb005380,Zm00001eb005380,GWAS_Asn_Goodman,1,,
Zm00001eb005390,Zm00001eb005390,GWAS_Asn_Goodman,1,,
Zm00001eb005400,Zm00001eb005400,GWAS_Asn_Goodman,1,,
Zm00001eb038700,Zm00001eb038700,GWAS_Asn_Goodman,1,,
Zm00001eb038710,Zm00001eb038710,GWAS_Asn_Goodman,1,,
Zm00001eb025340,Zm00001eb025340,GWAS_Asn_Goodman,1,,
Zm00001eb025350,Zm00001eb025350,GWAS_Asn_Goodman,1,,
Zm00001eb028170,Zm00001eb028170,GWAS_Asn_Goodman,1,,
Zm00001eb041010,Zm00001eb041010,GWAS_Asn_Goodman,1,,
Zm00001eb004050,Zm00001eb004050,GWAS_Asn_Goodman,1,,
Zm00001eb004090,Zm00001eb004090,GWAS_Asn_Goodman,1,,
Zm00001eb017630,Zm00001eb017630,GWAS_Asn_Goodman,1,,
Zm00001eb017660,Zm00001eb017660,GWAS_Asn_Goodman,1,,
Zm00001eb017670,Zm00001eb017670,GWAS_Asn_Goodman,1,,
Zm00001eb025780,Zm00001eb025780,GWAS_Asn_Goodman,1,,
Zm00001eb030640,Zm00001eb030640,GWAS_Asn_Goodman,1,,
Zm00001eb026710,Zm00001eb026710,GWAS_Asn_Goodman,1,,
Zm00001eb015130,Zm00001eb015130,GWAS_Asn_Goodman,1,,
Zm00001eb031790,Zm00001eb031790,GWAS_Asn_Goodman,1,,
Zm00001eb031800,Zm00001eb031800,GWAS_Asn_Goodman,1,,
Zm00001eb031810,Zm00001eb031810,GWAS_Asn_Goodman,1,,
Zm00001eb047240,Zm00001eb047240,GWAS_Asn_Goodman,1,,
Zm00001eb047260,Zm00001eb047260,GWAS_Asn_Goodman,1,,
Zm00001eb000620,Zm00001eb000620,GWAS_Asn_Goodman,1,,
Zm00001eb025470,Zm00001eb025470,GWAS_Asn_Goodman,1,,
Zm00001eb025490,Zm00001eb025490,GWAS_Asn_Goodman,1,,
Zm00001eb026810,Zm00001eb026810,GWAS_Asn_Goodman,1,,
Zm00001eb040230,Zm00001eb040230,GWAS_Asn_Goodman,1,,
Zm00001eb040240,Zm00001eb040240,GWAS_Asn_Goodman,1,,
Zm00001eb000340,Zm00001eb000340,GWAS_Asn_Goodman,1,,
Zm00001eb057820,Zm00001eb057820,GWAS_Asn_Goodman,1,,
Zm00001eb057840,Zm00001eb057840,GWAS_Asn_Goodman,1,,
Zm00001eb008310,Zm00001eb008310,GWAS_Asn_Goodman,1,,
Zm00001eb043900,Zm00001eb043900,GWAS_Asn_Goodman,1,,
Zm00001eb043910,Zm00001eb043910,GWAS_Asn_Goodman,1,,
Zm00001eb043920,Zm00001eb043920,GWAS_Asn_Goodman,1,,
Zm00001eb044130,Zm00001eb044130,GWAS_Asn_Goodman,1,,
Zm00001eb008340,Zm00001eb008340,GWAS_Asn_Goodman,1,,
Zm00001eb008360,Zm00001eb008360,GWAS_Asn_Goodman,1,,
Zm00001eb046560,Zm00001eb046560,GWAS_Asn_Goodman,1,,
Zm00001eb046580,Zm00001eb046580,GWAS_Asn_Goodman,1,,
Zm00001eb046590,Zm00001eb046590,GWAS_Asn_Goodman,1,,
Zm00001eb023860,Zm00001eb023860,GWAS_Asn_Goodman,1,,
Zm00001eb023870,Zm00001eb023870,GWAS_Asn_Goodman,1,,
Zm00001eb023880,Zm00001eb023880,GWAS_Asn_Goodman,1,,
Zm00001eb023890,Zm00001eb023890,GWAS_Asn_Goodman,1,,
Zm00001eb042220,Zm00001eb042220,GWAS_Asn_Goodman,1,,
Zm00001eb023160,Zm00001eb023160,GWAS_Asn_Goodman,1,,
Zm00001eb019520,Zm00001eb019520,GWAS_Asn_Goodman,1,,
Zm00001eb019530,Zm00001eb019530,GWAS_Asn_Goodman,1,,
Zm00001eb038220,Zm00001eb038220,GWAS_Asn_Goodman,1,,
Zm00001eb038230,Zm00001eb038230,GWAS_Asn_Goodman,1,,
Zm00001eb001060,Zm00001eb001060,GWAS_Asn_Goodman,1,,
Zm00001eb001070,Zm00001eb001070,GWAS_Asn_Goodman,1,,
Zm00001eb001110,Zm00001eb001110,GWAS_Asn_Goodman,1,,
Zm00001eb010130,Zm00001eb010130,GWAS_Asn_Goodman,1,,
Zm00001eb010140,Zm00001eb010140,GWAS_Asn_Goodman,1,,
Zm00001eb010150,Zm00001eb010150,GWAS_Asn_Goodman,1,,
Zm00001eb010160,Zm00001eb010160,GWAS_Asn_Goodman,1,,
Zm00001eb010170,Zm00001eb010170,GWAS_Asn_Goodman,1,,
Zm00001eb010190,Zm00001eb010190,GWAS_Asn_Goodman,1,,
Zm00001eb009310,Zm00001eb009310,GWAS_Asn_Goodman,1,,
Zm00001eb006270,Zm00001eb006270,GWAS_Asn_Goodman,1,,
Zm00001eb006300,Zm00001eb006300,GWAS_Asn_Goodman,1,,
Zm00001eb006380,Zm00001eb006380,GWAS_Asn_Goodman,1,,
Zm00001eb006390,Zm00001eb006390,GWAS_Asn_Goodman,1,,
Zm00001eb006400,Zm00001eb006400,GWAS_Asn_Goodman,1,,
Zm00001eb002420,Zm00001eb002420,GWAS_Asn_Goodman,1,,
Zm00001eb002430,Zm00001eb002430,GWAS_Asn_Goodman,1,,
Zm00001eb002440,Zm00001eb002440,GWAS_Asn_Goodman,1,,
Zm00001eb002450,Zm00001eb002450,GWAS_Asn_Goodman,1,,
Zm00001eb061390,Zm00001eb061390,GWAS_Asn_Goodman,1,,
Zm00001eb061400,Zm00001eb061400,GWAS_Asn_Goodman,1,,
Zm00001eb061410,Zm00001eb061410,GWAS_Asn_Goodman,1,,
Zm00001eb040760,Zm00001eb040760,GWAS_Asn_Goodman,1,,
Zm00001eb040770,Zm00001eb040770,GWAS_Asn_Goodman,1,,
Zm00001eb021200,Zm00001eb021200,GWAS_Asn_Goodman,1,,
Zm00001eb021210,Zm00001eb021210,GWAS_Asn_Goodman,1,,
Zm00001eb021220,Zm00001eb021220,GWAS_Asn_Goodman,1,,
Zm00001eb021240,Zm00001eb021240,GWAS_Asn_Goodman,1,,
Zm00001eb021260,Zm00001eb021260,GWAS_Asn_Goodman,1,,
Zm00001eb007800,Zm00001eb007800,GWAS_Asn_Goodman,1,,
Zm00001eb007810,Zm00001eb007810,GWAS_Asn_Goodman,1,,
Zm00001eb007820,Zm00001eb007820,GWAS_Asn_Goodman,1,,
Zm00001eb036610,Zm00001eb036610,GWAS_Asn_Goodman,1,,
Zm00001eb019720,Zm00001eb019720,GWAS_Asn_Goodman,1,,
Zm00001eb019730,Zm00001eb019730,GWAS_Asn_Goodman,1,,
Zm00001eb010320,Zm00001eb010320,GWAS_Asn_Goodman,1,,
Zm00001eb010340,Zm00001eb010340,GWAS_Asn_Goodman,1,,
Zm00001eb001860,Zm00001eb001860,GWAS_Asn_Goodman,1,,
Zm00001eb001870,Zm00001eb001870,GWAS_Asn_Goodman,1,,
Zm00001eb001880,Zm00001eb001880,GWAS_Asn_Goodman,1,,
Zm00001eb001890,Zm00001eb001890,GWAS_Asn_Goodman,1,,
Zm00001eb001900,Zm00001eb001900,GWAS_Asn_Goodman,1,,
Zm00001eb001910,Zm00001eb001910,GWAS_Asn_Goodman,1,,
Zm00001eb001940,Zm00001eb001940,GWAS_Asn_Goodman,1,,
Zm00001eb000670,Zm00001eb000670,GWAS_Asn_Goodman,1,,
Zm00001eb000680,Zm00001eb000680,GWAS_Asn_Goodman,1,,
Zm00001eb000690,Zm00001eb000690,GWAS_Asn_Goodman,1,,
Zm00001eb000700,Zm00001eb000700,GWAS_Asn_Goodman,1,,
Zm00001eb000710,Zm00001eb000710,GWAS_Asn_Goodman,1,,
Zm00001eb031330,Zm00001eb031330,GWAS_Asn_Goodman,1,,
Zm00001eb031340,Zm00001eb031340,GWAS_Asn_Goodman,1,,
Zm00001eb010010,Zm00001eb010010,GWAS_Asn_Goodman,1,,
Zm00001eb051610,Zm00001eb051610,GWAS_Asn_Goodman,1,,
